ID,Form_ID,Cognateset_ID,Segment_Slice,Alignment,Source,Doubt
mota1237-187_they-1,mota1237-187_they-1,they-1,,,Greenhilletal2008,False
lame1260-187_they-1,lame1260-187_they-1,they-1,,,Greenhilletal2008,False
mafe1237-187_they-1,mafe1237-187_they-1,they-1,,,Greenhilletal2008,False
nort2839-187_they-1,nort2839-187_they-1,they-1,,,Greenhilletal2008,False
lewo1242-187_they-1,lewo1242-187_they-1,they-1,,,Greenhilletal2008,False
whit1269-187_they-1,whit1269-187_they-1,they-1,,,Greenhilletal2008,False
tolo1255-187_they-1,tolo1255-187_they-1,they-1,,,Greenhilletal2008,False
noku1237-187_they-1,noku1237-187_they-1,they-1,,,Greenhilletal2008,False
bign1238-187_they-1,bign1238-187_they-1,they-1,,,Greenhilletal2008,False
unua1237-187_they-1,unua1237-187_they-1,they-1,,,Greenhilletal2008,False
aulu1238-187_they-1,aulu1238-187_they-1,they-1,,,Greenhilletal2008,False
malu1245-187_they-1,malu1245-187_they-1,they-1,,,Greenhilletal2008,False
maee1241-187_they-1,maee1241-187_they-1,they-1,,,Greenhilletal2008,False
urip1239-187_they-1,urip1239-187_they-1,they-1,,,Greenhilletal2008,False
mask1242-187_they-1,mask1242-187_they-1,they-1,,,Greenhilletal2008,False
mask1242-187_they-2,mask1242-187_they-2,they-1,,,Greenhilletal2008,False
hano1246-187_they-1,hano1246-187_they-1,they-1,,,Greenhilletal2008,False
mari1426-187_they-1,mari1426-187_they-1,they-1,,,Greenhilletal2008,False
mask1242-187_they-1,mask1242-187_they-1,they-19,,,Greenhilletal2008,False
mask1242-187_they-2,mask1242-187_they-2,they-19,,,Greenhilletal2008,False
seke1241-187_they-1,seke1241-187_they-1,they-23,,,Greenhilletal2008,False
leme1238-187_they-1,leme1238-187_they-1,they-25,,,Greenhilletal2008,False
vera1241-187_they-1,vera1241-187_they-1,they-25,,,Greenhilletal2008,False
arak1252-187_they-1,arak1252-187_they-1,they-33,,,Greenhilletal2008,False
nama1268-187_they-1,nama1268-187_they-1,they-33,,,Greenhilletal2008,False
lele1267-187_they-1,lele1267-187_they-1,they-33,,,Greenhilletal2008,False
akei1237-187_they-1,akei1237-187_they-1,they-33,,,Greenhilletal2008,False
tutu1241-187_they-1,tutu1241-187_they-1,they-33,,,Greenhilletal2008,False
tang1347-187_they-1,tang1347-187_they-1,they-33,,,Greenhilletal2008,False
baki1244-187_they-1,baki1244-187_they-1,they-33,,,Greenhilletal2008,False
malo1243-187_they-1,malo1243-187_they-1,they-33,,,Greenhilletal2008,False
vure1239-187_they-1,vure1239-187_they-1,they-33,,,Greenhilletal2008,False
mota1237-187_they-1,mota1237-187_they-1,they-33,,,Greenhilletal2008,False
mafe1237-187_they-1,mafe1237-187_they-1,they-33,,,Greenhilletal2008,False
lewo1242-187_they-1,lewo1242-187_they-1,they-33,,,Greenhilletal2008,False
labo1244-187_they-1,labo1244-187_they-1,they-33,,,Greenhilletal2008,False
urip1239-187_they-1,urip1239-187_they-1,they-33,,,Greenhilletal2008,False
port1285-187_they-1,port1285-187_they-1,they-41,,,Greenhilletal2008,False
bier1244-187_they-1,bier1244-187_they-1,they-48,,,Greenhilletal2008,False
lame1260-187_they-1,lame1260-187_they-1,they-48,,,Greenhilletal2008,False
noku1237-187_they-1,noku1237-187_they-1,they-48,,,Greenhilletal2008,False
unua1237-187_they-1,unua1237-187_they-1,they-60,,,Greenhilletal2008,False
siee1239-187_they-1,siee1239-187_they-1,they-68,,,Greenhilletal2008,False
saka1289-187_they-1,saka1289-187_they-1,they-69,,,Greenhilletal2008,False
nese1235-187_they-1,nese1235-187_they-1,they-69,,,Greenhilletal2008,False
paam1238-187_they-1,paam1238-187_they-1,they-69,,,Greenhilletal2008,False
tolo1255-187_they-1,tolo1255-187_they-1,they-69,,,Greenhilletal2008,False
bign1238-187_they-1,bign1238-187_they-1,they-69,,,Greenhilletal2008,False
labo1244-187_they-1,labo1244-187_they-1,they-69,,,Greenhilletal2008,False
aulu1238-187_they-1,aulu1238-187_they-1,they-69,,,Greenhilletal2008,False
malu1245-187_they-1,malu1245-187_they-1,they-69,,,Greenhilletal2008,False
maee1241-187_they-1,maee1241-187_they-1,they-69,,,Greenhilletal2008,False
port1285-187_they-1,port1285-187_they-1,they-69,,,Greenhilletal2008,False
hano1246-187_they-1,hano1246-187_they-1,they-69,,,Greenhilletal2008,False
sout2859-187_they-1,sout2859-187_they-1,they-70,,,Greenhilletal2008,False
motl1237-187_they-1,motl1237-187_they-1,they-70,,,Greenhilletal2008,False
sout2857-187_they-1,sout2857-187_they-1,they-70,,,Greenhilletal2008,False
katb1237-187_they-1,katb1237-187_they-1,they-70,,,Greenhilletal2008,False
litz1237-187_they-1,litz1237-187_they-1,they-70,,,Greenhilletal2008,False
mara1399-187_they-1,mara1399-187_they-1,they-70,,,Greenhilletal2008,False
mere1242-187_they-1,mere1242-187_they-1,they-70,,,Greenhilletal2008,False
vinm1237-187_they-1,vinm1237-187_they-1,they-70,,,Greenhilletal2008,False
apma1240-187_they-1,apma1240-187_they-1,they-70,,,Greenhilletal2008,False
saaa1241-187_they-1,saaa1241-187_they-1,they-70,,,Greenhilletal2008,False
cent2058-187_they-1,cent2058-187_they-1,they-70,,,Greenhilletal2008,False
nort2839-187_they-1,nort2839-187_they-1,they-70,,,Greenhilletal2008,False
unua1237-187_they-1,unua1237-187_they-1,they-70,,,Greenhilletal2008,False
mari1426-187_they-1,mari1426-187_they-1,they-70,,,Greenhilletal2008,False
lonw1238-187_they-1,lonw1238-187_they-1,they-71,,,Greenhilletal2008,False
lewo1242-187_they-1,lewo1242-187_they-1,they-71,,,Greenhilletal2008,False
west2516-187_they-1,west2516-187_they-1,they-72,,,Greenhilletal2008,False
lena1238-187_they-1,lena1238-187_they-1,they-75,,,Greenhilletal2008,False
urav1235-187_they-1,urav1235-187_they-1,they-75,,,Greenhilletal2008,False
kwam1252-187_they-1,kwam1252-187_they-1,they-75,,,Greenhilletal2008,False
sout2869-187_they-1,sout2869-187_they-1,they-75,,,Greenhilletal2008,False
nort2847-187_they-1,nort2847-187_they-1,they-75,,,Greenhilletal2008,False
whit1269-187_they-1,whit1269-187_they-1,they-75,,,Greenhilletal2008,False
siee1239-157_thick-1,siee1239-157_thick-1,thick-25,,,Greenhilletal2008,False
urav1235-157_thick-1,urav1235-157_thick-1,thick-25,,,Greenhilletal2008,False
anei1239-157_thick-1,anei1239-157_thick-1,thick-3,,,Greenhilletal2008,False
futu1245-157_thick-1,futu1245-157_thick-1,thick-3,,,Greenhilletal2008,False
emae1237-157_thick-1,emae1237-157_thick-1,thick-3,,,Greenhilletal2008,False
mele1250-157_thick-1,mele1250-157_thick-1,thick-3,,,Greenhilletal2008,False
west2516-157_thick-1,west2516-157_thick-1,thick-3,,,Greenhilletal2008,False
sout2856-157_thick-1,sout2856-157_thick-1,thick-3,,,Greenhilletal2008,False
motl1237-157_thick-1,motl1237-157_thick-1,thick-3,,,Greenhilletal2008,False
litz1237-157_thick-1,litz1237-157_thick-1,thick-3,,,Greenhilletal2008,False
nama1268-157_thick-1,nama1268-157_thick-1,thick-3,,,Greenhilletal2008,False
vinm1237-157_thick-1,vinm1237-157_thick-1,thick-3,,,Greenhilletal2008,False
apma1240-157_thick-1,apma1240-157_thick-1,thick-3,,,Greenhilletal2008,False
saaa1241-157_thick-1,saaa1241-157_thick-1,thick-3,,,Greenhilletal2008,False
seke1241-157_thick-1,seke1241-157_thick-1,thick-3,,,Greenhilletal2008,False
leme1238-157_thick-1,leme1238-157_thick-1,thick-3,,,Greenhilletal2008,False
daka1243-157_thick-1,daka1243-157_thick-1,thick-3,,,Greenhilletal2008,False
lele1267-157_thick-1,lele1267-157_thick-1,thick-3,,,Greenhilletal2008,False
paam1238-157_thick-1,paam1238-157_thick-1,thick-3,,,Greenhilletal2008,False
bier1244-157_thick-1,bier1244-157_thick-1,thick-3,,,Greenhilletal2008,False
lonw1238-157_thick-1,lonw1238-157_thick-1,thick-3,,,Greenhilletal2008,False
baki1244-157_thick-1,baki1244-157_thick-1,thick-3,,,Greenhilletal2008,False
vure1239-157_thick-1,vure1239-157_thick-1,thick-3,,,Greenhilletal2008,False
vera1241-157_thick-1,vera1241-157_thick-1,thick-3,,,Greenhilletal2008,False
cent2058-157_thick-1,cent2058-157_thick-1,thick-3,,,Greenhilletal2008,False
mota1237-157_thick-1,mota1237-157_thick-1,thick-3,,,Greenhilletal2008,False
lame1260-157_thick-1,lame1260-157_thick-1,thick-3,,,Greenhilletal2008,False
nort2839-157_thick-1,nort2839-157_thick-1,thick-3,,,Greenhilletal2008,False
lewo1242-157_thick-1,lewo1242-157_thick-1,thick-3,,,Greenhilletal2008,False
mari1426-157_thick-1,mari1426-157_thick-1,thick-3,,,Greenhilletal2008,False
katb1237-157_thick-1,katb1237-157_thick-1,thick-35,,,Greenhilletal2008,False
arak1252-157_thick-1,arak1252-157_thick-1,thick-35,,,Greenhilletal2008,False
mere1242-157_thick-1,mere1242-157_thick-1,thick-35,,,Greenhilletal2008,False
tang1347-157_thick-1,tang1347-157_thick-1,thick-35,,,Greenhilletal2008,False
malo1243-157_thick-1,malo1243-157_thick-1,thick-35,,,Greenhilletal2008,False
kwam1252-157_thick-1,kwam1252-157_thick-1,thick-38,,,Greenhilletal2008,False
sout2857-157_thick-1,sout2857-157_thick-1,thick-56,,,Greenhilletal2008,False
nati1244-157_thick-1,nati1244-157_thick-1,thick-56,,,Greenhilletal2008,False
mara1399-157_thick-1,mara1399-157_thick-1,thick-7,,,Greenhilletal2008,True
lena1238-157_thick-1,lena1238-157_thick-1,thick-71,,,Greenhilletal2008,False
nort2847-157_thick-1,nort2847-157_thick-1,thick-71,,,Greenhilletal2008,False
whit1269-157_thick-1,whit1269-157_thick-1,thick-71,,,Greenhilletal2008,False
sout2859-156_thin-1,sout2859-156_thin-1,thin-1,,,Greenhilletal2008,False
futu1245-156_thin-1,futu1245-156_thin-1,thin-1,,,Greenhilletal2008,False
emae1237-156_thin-1,emae1237-156_thin-1,thin-1,,,Greenhilletal2008,False
mele1250-156_thin-1,mele1250-156_thin-1,thin-1,,,Greenhilletal2008,False
west2516-156_thin-1,west2516-156_thin-1,thin-1,,,Greenhilletal2008,False
motl1237-156_thin-1,motl1237-156_thin-1,thin-1,,,Greenhilletal2008,False
sout2857-156_thin-1,sout2857-156_thin-1,thin-1,,,Greenhilletal2008,False
katb1237-156_thin-1,katb1237-156_thin-1,thin-1,,,Greenhilletal2008,False
litz1237-156_thin-1,litz1237-156_thin-1,thin-1,,,Greenhilletal2008,False
mara1399-156_thin-1,mara1399-156_thin-1,thin-1,,,Greenhilletal2008,False
arak1252-156_thin-1,arak1252-156_thin-1,thin-1,,,Greenhilletal2008,False
nama1268-156_thin-2,nama1268-156_thin-2,thin-1,,,Greenhilletal2008,False
vinm1237-156_thin-1,vinm1237-156_thin-1,thin-1,,,Greenhilletal2008,False
apma1240-156_thin-1,apma1240-156_thin-1,thin-1,,,Greenhilletal2008,False
saaa1241-156_thin-1,saaa1241-156_thin-1,thin-1,,,Greenhilletal2008,False
seke1241-156_thin-1,seke1241-156_thin-1,thin-1,,,Greenhilletal2008,False
daka1243-156_thin-1,daka1243-156_thin-1,thin-1,,,Greenhilletal2008,False
lele1267-156_thin-1,lele1267-156_thin-1,thin-1,,,Greenhilletal2008,False
bier1244-156_thin-1,bier1244-156_thin-1,thin-1,,,Greenhilletal2008,False
lonw1238-156_thin-1,lonw1238-156_thin-1,thin-1,,,Greenhilletal2008,False
baki1244-156_thin-1,baki1244-156_thin-1,thin-1,,,Greenhilletal2008,False
malo1243-156_thin-1,malo1243-156_thin-1,thin-1,,,Greenhilletal2008,False
vure1239-156_thin-1,vure1239-156_thin-1,thin-1,,,Greenhilletal2008,False
vera1241-156_thin-1,vera1241-156_thin-1,thin-1,,,Greenhilletal2008,False
cent2058-156_thin-1,cent2058-156_thin-1,thin-1,,,Greenhilletal2008,False
mota1237-156_thin-1,mota1237-156_thin-1,thin-1,,,Greenhilletal2008,False
lame1260-156_thin-1,lame1260-156_thin-1,thin-1,,,Greenhilletal2008,False
nort2839-156_thin-1,nort2839-156_thin-1,thin-1,,,Greenhilletal2008,True
lewo1242-156_thin-1,lewo1242-156_thin-1,thin-1,,,Greenhilletal2008,False
nati1244-156_thin-2,nati1244-156_thin-2,thin-1,,,Greenhilletal2008,False
east2443-156_thin-1,east2443-156_thin-1,thin-1,,,Greenhilletal2008,False
katb1237-156_thin-2,katb1237-156_thin-2,thin-13,,,Greenhilletal2008,False
nese1235-156_thin-1,nese1235-156_thin-1,thin-13,,,Greenhilletal2008,False
mara1399-156_thin-2,mara1399-156_thin-2,thin-13,,,Greenhilletal2008,False
anei1239-156_thin-1,anei1239-156_thin-1,thin-20,,,Greenhilletal2008,False
lena1238-156_thin-1,lena1238-156_thin-1,thin-20,,,Greenhilletal2008,False
siee1239-156_thin-1,siee1239-156_thin-1,thin-20,,,Greenhilletal2008,False
urav1235-156_thin-1,urav1235-156_thin-1,thin-20,,,Greenhilletal2008,False
kwam1252-156_thin-1,kwam1252-156_thin-1,thin-20,,,Greenhilletal2008,False
nort2847-156_thin-1,nort2847-156_thin-1,thin-20,,,Greenhilletal2008,False
sout2856-156_thin-1,sout2856-156_thin-1,thin-22,,,Greenhilletal2008,False
tang1347-156_thin-1,tang1347-156_thin-1,thin-22,,,Greenhilletal2008,False
litz1237-156_thin-1,litz1237-156_thin-1,thin-43,,,Greenhilletal2008,False
daka1243-156_thin-1,daka1243-156_thin-1,thin-43,,,Greenhilletal2008,True
lonw1238-156_thin-1,lonw1238-156_thin-1,thin-43,,,Greenhilletal2008,False
sout2859-156_thin-1,sout2859-156_thin-1,thin-50,,,Greenhilletal2008,False
vure1239-156_thin-1,vure1239-156_thin-1,thin-50,,,Greenhilletal2008,False
vera1241-156_thin-1,vera1241-156_thin-1,thin-50,,,Greenhilletal2008,False
mota1237-156_thin-1,mota1237-156_thin-1,thin-50,,,Greenhilletal2008,False
whit1269-156_thin-1,whit1269-156_thin-1,thin-70,,,Greenhilletal2008,False
futu1245-177_this-1,futu1245-177_this-1,this-1,,,Greenhilletal2008,False
emae1237-177_this-1,emae1237-177_this-1,this-1,,,Greenhilletal2008,False
mele1250-177_this-1,mele1250-177_this-1,this-1,,,Greenhilletal2008,False
west2516-177_this-1,west2516-177_this-1,this-1,,,Greenhilletal2008,False
sout2856-177_this-1,sout2856-177_this-1,this-1,,,Greenhilletal2008,False
siee1239-177_this-1,siee1239-177_this-1,this-1,,,Greenhilletal2008,False
siee1239-177_this-2,siee1239-177_this-2,this-1,,,Greenhilletal2008,False
arak1252-177_this-1,arak1252-177_this-1,this-1,,,Greenhilletal2008,False
mere1242-177_this-1,mere1242-177_this-1,this-1,,,Greenhilletal2008,False
seke1241-177_this-1,seke1241-177_this-1,this-1,,,Greenhilletal2008,False
lele1267-177_this-1,lele1267-177_this-1,this-1,,,Greenhilletal2008,False
bier1244-177_this-1,bier1244-177_this-1,this-1,,,Greenhilletal2008,False
baki1244-177_this-1,baki1244-177_this-1,this-1,,,Greenhilletal2008,False
vera1241-177_this-1,vera1241-177_this-1,this-1,,,Greenhilletal2008,False
lame1260-177_this-1,lame1260-177_this-1,this-1,,,Greenhilletal2008,False
lewo1242-177_this-1,lewo1242-177_this-1,this-1,,,Greenhilletal2008,False
malu1245-177_this-1,malu1245-177_this-1,this-1,,,Greenhilletal2008,False
apma1240-177_this-2,apma1240-177_this-2,this-20,,,Greenhilletal2008,False
apma1240-177_this-1,apma1240-177_this-1,this-21,,,Greenhilletal2008,False
mara1399-177_this-1,mara1399-177_this-1,this-46,,,Greenhilletal2008,False
mere1242-177_this-2,mere1242-177_this-2,this-46,,,Greenhilletal2008,False
vinm1237-177_this-1,vinm1237-177_this-1,this-46,,,Greenhilletal2008,False
hano1246-177_this-1,hano1246-177_this-1,this-46,,,Greenhilletal2008,False
lena1238-177_this-1,lena1238-177_this-1,this-47,,,Greenhilletal2008,False
whit1269-177_this-1,whit1269-177_this-1,this-47,,,Greenhilletal2008,False
sout2859-177_this-1,sout2859-177_this-1,this-52,,,Greenhilletal2008,True
sout2857-177_this-1,sout2857-177_this-1,this-52,,,Greenhilletal2008,False
daka1243-177_this-1,daka1243-177_this-1,this-52,,,Greenhilletal2008,True
nama1268-177_this-1,nama1268-177_this-1,this-53,,,Greenhilletal2008,False
labo1244-177_this-1,labo1244-177_this-1,this-53,,,Greenhilletal2008,False
unua1237-177_this-1,unua1237-177_this-1,this-53,,,Greenhilletal2008,False
malu1245-177_this-1,malu1245-177_this-1,this-55,,,Greenhilletal2008,False
urip1239-177_this-1,urip1239-177_this-1,this-56,,,Greenhilletal2008,False
aulu1238-177_this-1,aulu1238-177_this-1,this-60,,,Greenhilletal2008,False
saaa1241-177_this-1,saaa1241-177_this-1,this-62,,,Greenhilletal2008,False
saaa1241-177_this-2,saaa1241-177_this-2,this-62,,,Greenhilletal2008,False
cent2058-177_this-1,cent2058-177_this-1,this-62,,,Greenhilletal2008,False
ling1265-177_this-1,ling1265-177_this-1,this-64,,,Greenhilletal2008,False
ling1265-177_this-2,ling1265-177_this-2,this-64,,,Greenhilletal2008,False
futu1245-177_this-1,futu1245-177_this-1,this-7,,,Greenhilletal2008,False
west2516-177_this-1,west2516-177_this-1,this-7,,,Greenhilletal2008,False
sout2856-177_this-1,sout2856-177_this-1,this-7,,,Greenhilletal2008,False
sout2859-183_thou-1,sout2859-183_thou-1,thou-1,,,Greenhilletal2008,False
anei1239-183_thou-1,anei1239-183_thou-1,thou-1,,,Greenhilletal2008,False
futu1245-183_thou-1,futu1245-183_thou-1,thou-1,,,Greenhilletal2008,False
futu1245-183_thou-2,futu1245-183_thou-2,thou-1,,,Greenhilletal2008,False
lena1238-183_thou-1,lena1238-183_thou-1,thou-1,,,Greenhilletal2008,False
saka1289-183_thou-1,saka1289-183_thou-1,thou-1,,,Greenhilletal2008,False
mele1250-183_thou-2,mele1250-183_thou-2,thou-1,,,Greenhilletal2008,False
mele1250-183_thou-5,mele1250-183_thou-5,thou-1,,,Greenhilletal2008,False
west2516-183_thou-2,west2516-183_thou-2,thou-1,,,Greenhilletal2008,False
west2516-183_thou-3,west2516-183_thou-3,thou-1,,,Greenhilletal2008,False
sout2856-183_thou-1,sout2856-183_thou-1,thou-1,,,Greenhilletal2008,False
motl1237-183_thou-1,motl1237-183_thou-1,thou-1,,,Greenhilletal2008,False
sout2857-183_thou-1,sout2857-183_thou-1,thou-1,,,Greenhilletal2008,False
katb1237-183_thou-1,katb1237-183_thou-1,thou-1,,,Greenhilletal2008,False
litz1237-183_thou-1,litz1237-183_thou-1,thou-1,,,Greenhilletal2008,False
litz1237-183_thou-2,litz1237-183_thou-2,thou-1,,,Greenhilletal2008,False
nese1235-183_thou-1,nese1235-183_thou-1,thou-1,,,Greenhilletal2008,False
mara1399-183_thou-1,mara1399-183_thou-1,thou-1,,,Greenhilletal2008,False
siee1239-183_thou-1,siee1239-183_thou-1,thou-1,,,Greenhilletal2008,False
urav1235-183_thou-1,urav1235-183_thou-1,thou-1,,,Greenhilletal2008,False
arak1252-183_thou-1,arak1252-183_thou-1,thou-1,,,Greenhilletal2008,False
mere1242-183_thou-1,mere1242-183_thou-1,thou-1,,,Greenhilletal2008,False
nama1268-183_thou-1,nama1268-183_thou-1,thou-1,,,Greenhilletal2008,False
vinm1237-183_thou-1,vinm1237-183_thou-1,thou-1,,,Greenhilletal2008,False
apma1240-183_thou-1,apma1240-183_thou-1,thou-1,,,Greenhilletal2008,False
seke1241-183_thou-2,seke1241-183_thou-2,thou-1,,,Greenhilletal2008,False
seke1241-183_thou-3,seke1241-183_thou-3,thou-1,,,Greenhilletal2008,False
leme1238-183_thou-1,leme1238-183_thou-1,thou-1,,,Greenhilletal2008,False
daka1243-183_thou-1,daka1243-183_thou-1,thou-1,,,Greenhilletal2008,False
lele1267-183_thou-1,lele1267-183_thou-1,thou-1,,,Greenhilletal2008,False
paam1238-183_thou-1,paam1238-183_thou-1,thou-1,,,Greenhilletal2008,False
bier1244-183_thou-1,bier1244-183_thou-1,thou-1,,,Greenhilletal2008,False
akei1237-183_thou-1,akei1237-183_thou-1,thou-1,,,Greenhilletal2008,False
tutu1241-183_thou-1,tutu1241-183_thou-1,thou-1,,,Greenhilletal2008,False
lonw1238-183_thou-1,lonw1238-183_thou-1,thou-1,,,Greenhilletal2008,False
tang1347-183_thou-1,tang1347-183_thou-1,thou-1,,,Greenhilletal2008,False
kwam1252-183_thou-1,kwam1252-183_thou-1,thou-1,,,Greenhilletal2008,False
sout2869-183_thou-1,sout2869-183_thou-1,thou-1,,,Greenhilletal2008,False
malo1243-183_thou-1,malo1243-183_thou-1,thou-1,,,Greenhilletal2008,False
vure1239-183_thou-1,vure1239-183_thou-1,thou-1,,,Greenhilletal2008,False
vera1241-183_thou-1,vera1241-183_thou-1,thou-1,,,Greenhilletal2008,False
cent2058-183_thou-1,cent2058-183_thou-1,thou-1,,,Greenhilletal2008,False
nort2847-183_thou-1,nort2847-183_thou-1,thou-1,,,Greenhilletal2008,False
mota1237-183_thou-1,mota1237-183_thou-1,thou-1,,,Greenhilletal2008,False
lame1260-183_thou-1,lame1260-183_thou-1,thou-1,,,Greenhilletal2008,False
mafe1237-183_thou-1,mafe1237-183_thou-1,thou-1,,,Greenhilletal2008,False
nort2839-183_thou-1,nort2839-183_thou-1,thou-1,,,Greenhilletal2008,False
lewo1242-183_thou-1,lewo1242-183_thou-1,thou-1,,,Greenhilletal2008,False
whit1269-183_thou-1,whit1269-183_thou-1,thou-1,,,Greenhilletal2008,False
tolo1255-183_thou-1,tolo1255-183_thou-1,thou-1,,,Greenhilletal2008,False
noku1237-183_thou-1,noku1237-183_thou-1,thou-1,,,Greenhilletal2008,False
bign1238-183_thou-1,bign1238-183_thou-1,thou-1,,,Greenhilletal2008,False
labo1244-183_thou-1,labo1244-183_thou-1,thou-1,,,Greenhilletal2008,False
nati1244-183_thou-1,nati1244-183_thou-1,thou-1,,,Greenhilletal2008,False
ling1265-183_thou-1,ling1265-183_thou-1,thou-1,,,Greenhilletal2008,False
rere1240-183_thou-1,rere1240-183_thou-1,thou-1,,,Greenhilletal2008,False
unua1237-183_thou-1,unua1237-183_thou-1,thou-1,,,Greenhilletal2008,False
aulu1238-183_thou-1,aulu1238-183_thou-1,thou-1,,,Greenhilletal2008,False
malu1245-183_thou-1,malu1245-183_thou-1,thou-1,,,Greenhilletal2008,False
maee1241-183_thou-1,maee1241-183_thou-1,thou-1,,,Greenhilletal2008,False
port1285-183_thou-1,port1285-183_thou-1,thou-1,,,Greenhilletal2008,False
urip1239-183_thou-1,urip1239-183_thou-1,thou-1,,,Greenhilletal2008,False
axam1237-183_thou-1,axam1237-183_thou-1,thou-1,,,Greenhilletal2008,False
mask1242-183_thou-1,mask1242-183_thou-1,thou-1,,,Greenhilletal2008,False
hano1246-183_thou-1,hano1246-183_thou-1,thou-1,,,Greenhilletal2008,False
mari1426-183_thou-1,mari1426-183_thou-1,thou-1,,,Greenhilletal2008,False
east2443-183_thou-1,east2443-183_thou-1,thou-1,,,Greenhilletal2008,False
anei1239-183_thou-1,anei1239-183_thou-1,thou-17,,,Greenhilletal2008,False
lena1238-183_thou-1,lena1238-183_thou-1,thou-17,,,Greenhilletal2008,False
sout2856-183_thou-1,sout2856-183_thou-1,thou-17,,,Greenhilletal2008,False
motl1237-183_thou-1,motl1237-183_thou-1,thou-17,,,Greenhilletal2008,False
litz1237-183_thou-1,litz1237-183_thou-1,thou-17,,,Greenhilletal2008,False
litz1237-183_thou-2,litz1237-183_thou-2,thou-17,,,Greenhilletal2008,False
mara1399-183_thou-1,mara1399-183_thou-1,thou-17,,,Greenhilletal2008,False
siee1239-183_thou-1,siee1239-183_thou-1,thou-17,,,Greenhilletal2008,False
urav1235-183_thou-1,urav1235-183_thou-1,thou-17,,,Greenhilletal2008,False
mere1242-183_thou-1,mere1242-183_thou-1,thou-17,,,Greenhilletal2008,False
nama1268-183_thou-1,nama1268-183_thou-1,thou-17,,,Greenhilletal2008,False
leme1238-183_thou-1,leme1238-183_thou-1,thou-17,,,Greenhilletal2008,False
daka1243-183_thou-1,daka1243-183_thou-1,thou-17,,,Greenhilletal2008,False
lele1267-183_thou-1,lele1267-183_thou-1,thou-17,,,Greenhilletal2008,False
bier1244-183_thou-1,bier1244-183_thou-1,thou-17,,,Greenhilletal2008,False
lonw1238-183_thou-1,lonw1238-183_thou-1,thou-17,,,Greenhilletal2008,False
tang1347-183_thou-1,tang1347-183_thou-1,thou-17,,,Greenhilletal2008,False
kwam1252-183_thou-1,kwam1252-183_thou-1,thou-17,,,Greenhilletal2008,False
sout2869-183_thou-1,sout2869-183_thou-1,thou-17,,,Greenhilletal2008,False
vure1239-183_thou-1,vure1239-183_thou-1,thou-17,,,Greenhilletal2008,False
vera1241-183_thou-1,vera1241-183_thou-1,thou-17,,,Greenhilletal2008,False
cent2058-183_thou-1,cent2058-183_thou-1,thou-17,,,Greenhilletal2008,False
nort2847-183_thou-1,nort2847-183_thou-1,thou-17,,,Greenhilletal2008,False
mota1237-183_thou-1,mota1237-183_thou-1,thou-17,,,Greenhilletal2008,False
lame1260-183_thou-1,lame1260-183_thou-1,thou-17,,,Greenhilletal2008,False
nort2839-183_thou-1,nort2839-183_thou-1,thou-17,,,Greenhilletal2008,False
lewo1242-183_thou-1,lewo1242-183_thou-1,thou-17,,,Greenhilletal2008,False
whit1269-183_thou-1,whit1269-183_thou-1,thou-17,,,Greenhilletal2008,False
bign1238-183_thou-1,bign1238-183_thou-1,thou-17,,,Greenhilletal2008,False
labo1244-183_thou-1,labo1244-183_thou-1,thou-17,,,Greenhilletal2008,False
nati1244-183_thou-1,nati1244-183_thou-1,thou-17,,,Greenhilletal2008,False
aulu1238-183_thou-1,aulu1238-183_thou-1,thou-17,,,Greenhilletal2008,False
axam1237-183_thou-1,axam1237-183_thou-1,thou-17,,,Greenhilletal2008,False
mask1242-183_thou-1,mask1242-183_thou-1,thou-17,,,Greenhilletal2008,False
hano1246-183_thou-1,hano1246-183_thou-1,thou-17,,,Greenhilletal2008,False
mari1426-183_thou-1,mari1426-183_thou-1,thou-17,,,Greenhilletal2008,False
east2443-183_thou-1,east2443-183_thou-1,thou-17,,,Greenhilletal2008,False
motl1237-183_thou-1,motl1237-183_thou-1,thou-18,,,Greenhilletal2008,False
sout2857-183_thou-1,sout2857-183_thou-1,thou-18,,,Greenhilletal2008,False
nese1235-183_thou-1,nese1235-183_thou-1,thou-18,,,Greenhilletal2008,False
mara1399-183_thou-1,mara1399-183_thou-1,thou-18,,,Greenhilletal2008,False
arak1252-183_thou-1,arak1252-183_thou-1,thou-18,,,Greenhilletal2008,False
leme1238-183_thou-1,leme1238-183_thou-1,thou-18,,,Greenhilletal2008,False
lele1267-183_thou-1,lele1267-183_thou-1,thou-18,,,Greenhilletal2008,False
akei1237-183_thou-1,akei1237-183_thou-1,thou-18,,,Greenhilletal2008,False
tutu1241-183_thou-1,tutu1241-183_thou-1,thou-18,,,Greenhilletal2008,False
lonw1238-183_thou-1,lonw1238-183_thou-1,thou-18,,,Greenhilletal2008,False
malo1243-183_thou-1,malo1243-183_thou-1,thou-18,,,Greenhilletal2008,False
vure1239-183_thou-1,vure1239-183_thou-1,thou-18,,,Greenhilletal2008,False
vera1241-183_thou-1,vera1241-183_thou-1,thou-18,,,Greenhilletal2008,False
cent2058-183_thou-1,cent2058-183_thou-1,thou-18,,,Greenhilletal2008,False
mota1237-183_thou-1,mota1237-183_thou-1,thou-18,,,Greenhilletal2008,False
mafe1237-183_thou-1,mafe1237-183_thou-1,thou-18,,,Greenhilletal2008,False
