ID,Form_ID,Cognateset_ID,Segment_Slice,Alignment,Source,Doubt
mele1250-1_hand-1,mele1250-1_hand-1,hand-1,,,Greenhilletal2008,False
west2516-1_hand-1,west2516-1_hand-1,hand-1,,,Greenhilletal2008,False
mara1399-1_hand-1,mara1399-1_hand-1,hand-1,,,Greenhilletal2008,False
arak1252-1_hand-1,arak1252-1_hand-1,hand-1,,,Greenhilletal2008,False
mere1242-1_hand-1,mere1242-1_hand-1,hand-1,,,Greenhilletal2008,False
nama1268-1_hand-1,nama1268-1_hand-1,hand-1,,,Greenhilletal2008,False
apma1240-1_hand-1,apma1240-1_hand-1,hand-1,,,Greenhilletal2008,False
akei1237-1_hand-1,akei1237-1_hand-1,hand-1,,,Greenhilletal2008,False
tutu1241-1_hand-1,tutu1241-1_hand-1,hand-1,,,Greenhilletal2008,False
tang1347-1_hand-1,tang1347-1_hand-1,hand-1,,,Greenhilletal2008,False
sout2869-1_hand-1,sout2869-1_hand-1,hand-1,,,Greenhilletal2008,False
malo1243-1_hand-1,malo1243-1_hand-1,hand-1,,,Greenhilletal2008,False
cent2058-1_hand-1,cent2058-1_hand-1,hand-1,,,Greenhilletal2008,False
nort2847-1_hand-1,nort2847-1_hand-1,hand-1,,,Greenhilletal2008,False
lame1260-1_hand-1,lame1260-1_hand-1,hand-1,,,Greenhilletal2008,False
lewo1242-1_hand-1,lewo1242-1_hand-1,hand-1,,,Greenhilletal2008,False
whit1269-1_hand-1,whit1269-1_hand-1,hand-1,,,Greenhilletal2008,False
tolo1255-1_hand-2,tolo1255-1_hand-2,hand-1,,,Greenhilletal2008,False
noku1237-1_hand-1,noku1237-1_hand-1,hand-1,,,Greenhilletal2008,False
bign1238-1_hand-1,bign1238-1_hand-1,hand-1,,,Greenhilletal2008,False
hano1246-1_hand-1,hano1246-1_hand-1,hand-1,,,Greenhilletal2008,False
mari1426-1_hand-1,mari1426-1_hand-1,hand-1,,,Greenhilletal2008,False
east2443-1_hand-1,east2443-1_hand-1,hand-1,,,Greenhilletal2008,False
motl1237-1_hand-1,motl1237-1_hand-1,hand-14,,,Greenhilletal2008,False
leme1238-1_hand-1,leme1238-1_hand-1,hand-14,,,Greenhilletal2008,False
vure1239-1_hand-1,vure1239-1_hand-1,hand-14,,,Greenhilletal2008,False
vera1241-1_hand-1,vera1241-1_hand-1,hand-14,,,Greenhilletal2008,False
mota1237-1_hand-1,mota1237-1_hand-1,hand-14,,,Greenhilletal2008,False
sout2859-1_hand-1,sout2859-1_hand-1,hand-16,,,Greenhilletal2008,False
sout2857-1_hand-1,sout2857-1_hand-1,hand-16,,,Greenhilletal2008,False
katb1237-1_hand-1,katb1237-1_hand-1,hand-16,,,Greenhilletal2008,False
litz1237-1_hand-1,litz1237-1_hand-1,hand-16,,,Greenhilletal2008,False
nese1235-1_hand-1,nese1235-1_hand-1,hand-16,,,Greenhilletal2008,False
vinm1237-1_hand-1,vinm1237-1_hand-1,hand-16,,,Greenhilletal2008,False
saaa1241-1_hand-1,saaa1241-1_hand-1,hand-16,,,Greenhilletal2008,False
saaa1241-1_hand-2,saaa1241-1_hand-2,hand-16,,,Greenhilletal2008,False
daka1243-1_hand-1,daka1243-1_hand-1,hand-16,,,Greenhilletal2008,False
paam1238-1_hand-1,paam1238-1_hand-1,hand-16,,,Greenhilletal2008,False
lonw1238-1_hand-1,lonw1238-1_hand-1,hand-16,,,Greenhilletal2008,False
mafe1237-1_hand-1,mafe1237-1_hand-1,hand-16,,,Greenhilletal2008,False
nort2839-1_hand-1,nort2839-1_hand-1,hand-16,,,Greenhilletal2008,False
nati1244-1_hand-1,nati1244-1_hand-1,hand-16,,,Greenhilletal2008,False
ling1265-1_hand-1,ling1265-1_hand-1,hand-16,,,Greenhilletal2008,False
rere1240-1_hand-1,rere1240-1_hand-1,hand-16,,,Greenhilletal2008,False
unua1237-1_hand-1,unua1237-1_hand-1,hand-16,,,Greenhilletal2008,False
aulu1238-1_hand-1,aulu1238-1_hand-1,hand-16,,,Greenhilletal2008,False
malu1245-1_hand-1,malu1245-1_hand-1,hand-16,,,Greenhilletal2008,False
maee1241-1_hand-1,maee1241-1_hand-1,hand-16,,,Greenhilletal2008,False
port1285-1_hand-1,port1285-1_hand-1,hand-16,,,Greenhilletal2008,False
urip1239-1_hand-1,urip1239-1_hand-1,hand-16,,,Greenhilletal2008,False
axam1237-1_hand-1,axam1237-1_hand-1,hand-16,,,Greenhilletal2008,False
mask1242-1_hand-1,mask1242-1_hand-1,hand-16,,,Greenhilletal2008,False
seke1241-1_hand-1,seke1241-1_hand-1,hand-27,,,Greenhilletal2008,False
siee1239-1_hand-1,siee1239-1_hand-1,hand-32,,,Greenhilletal2008,False
urav1235-1_hand-1,urav1235-1_hand-1,hand-32,,,Greenhilletal2008,False
urav1235-1_hand-2,urav1235-1_hand-2,hand-32,,,Greenhilletal2008,False
kwam1252-1_hand-1,kwam1252-1_hand-1,hand-32,,,Greenhilletal2008,False
tolo1255-1_hand-1,tolo1255-1_hand-1,hand-42,,,Greenhilletal2008,False
sout2856-1_hand-1,sout2856-1_hand-1,hand-54,,,Greenhilletal2008,False
lele1267-1_hand-1,lele1267-1_hand-1,hand-54,,,Greenhilletal2008,False
saka1289-1_hand-1,saka1289-1_hand-1,hand-55,,,Greenhilletal2008,False
saka1289-1_hand-2,saka1289-1_hand-2,hand-55,,,Greenhilletal2008,False
saka1289-1_hand-3,saka1289-1_hand-3,hand-55,,,Greenhilletal2008,False
mafe1237-1_hand-1,mafe1237-1_hand-1,hand-57,,,Greenhilletal2008,False
bier1244-1_hand-1,bier1244-1_hand-1,hand-59,,,Greenhilletal2008,False
baki1244-1_hand-1,baki1244-1_hand-1,hand-59,,,Greenhilletal2008,False
anei1239-1_hand-1,anei1239-1_hand-1,hand-64,,,Greenhilletal2008,False
futu1245-1_hand-1,futu1245-1_hand-1,hand-64,,,Greenhilletal2008,False
lena1238-1_hand-1,lena1238-1_hand-1,hand-64,,,Greenhilletal2008,False
emae1237-1_hand-1,emae1237-1_hand-1,hand-64,,,Greenhilletal2008,False
mele1250-1_hand-1,mele1250-1_hand-1,hand-64,,,Greenhilletal2008,False
west2516-1_hand-1,west2516-1_hand-1,hand-64,,,Greenhilletal2008,False
mara1399-1_hand-1,mara1399-1_hand-1,hand-64,,,Greenhilletal2008,False
arak1252-1_hand-1,arak1252-1_hand-1,hand-64,,,Greenhilletal2008,False
mere1242-1_hand-1,mere1242-1_hand-1,hand-64,,,Greenhilletal2008,False
nama1268-1_hand-1,nama1268-1_hand-1,hand-64,,,Greenhilletal2008,False
apma1240-1_hand-1,apma1240-1_hand-1,hand-64,,,Greenhilletal2008,False
akei1237-1_hand-1,akei1237-1_hand-1,hand-64,,,Greenhilletal2008,False
tutu1241-1_hand-1,tutu1241-1_hand-1,hand-64,,,Greenhilletal2008,False
tang1347-1_hand-1,tang1347-1_hand-1,hand-64,,,Greenhilletal2008,False
sout2869-1_hand-1,sout2869-1_hand-1,hand-64,,,Greenhilletal2008,False
malo1243-1_hand-1,malo1243-1_hand-1,hand-64,,,Greenhilletal2008,False
cent2058-1_hand-1,cent2058-1_hand-1,hand-64,,,Greenhilletal2008,False
nort2847-1_hand-1,nort2847-1_hand-1,hand-64,,,Greenhilletal2008,False
lame1260-1_hand-1,lame1260-1_hand-1,hand-64,,,Greenhilletal2008,False
lewo1242-1_hand-1,lewo1242-1_hand-1,hand-64,,,Greenhilletal2008,False
whit1269-1_hand-1,whit1269-1_hand-1,hand-64,,,Greenhilletal2008,False
tolo1255-1_hand-2,tolo1255-1_hand-2,hand-64,,,Greenhilletal2008,False
noku1237-1_hand-1,noku1237-1_hand-1,hand-64,,,Greenhilletal2008,False
bign1238-1_hand-1,bign1238-1_hand-1,hand-64,,,Greenhilletal2008,False
hano1246-1_hand-1,hano1246-1_hand-1,hand-64,,,Greenhilletal2008,False
mari1426-1_hand-1,mari1426-1_hand-1,hand-64,,,Greenhilletal2008,False
east2443-1_hand-1,east2443-1_hand-1,hand-64,,,Greenhilletal2008,False
sout2859-1_hand-1,sout2859-1_hand-1,hand-72,,,Greenhilletal2008,False
daka1243-1_hand-1,daka1243-1_hand-1,hand-72,,,Greenhilletal2008,False
paam1238-1_hand-1,paam1238-1_hand-1,hand-72,,,Greenhilletal2008,False
port1285-1_hand-1,port1285-1_hand-1,hand-72,,,Greenhilletal2008,False
futu1245-24_head-1,futu1245-24_head-1,head-1,,,Greenhilletal2008,False
emae1237-24_head-1,emae1237-24_head-1,head-1,,,Greenhilletal2008,False
mele1250-24_head-1,mele1250-24_head-1,head-1,,,Greenhilletal2008,False
west2516-24_head-1,west2516-24_head-1,head-1,,,Greenhilletal2008,False
sout2856-24_head-1,sout2856-24_head-1,head-14,,,Greenhilletal2008,False
seke1241-24_head-1,seke1241-24_head-1,head-14,,,Greenhilletal2008,False
lewo1242-24_head-1,lewo1242-24_head-1,head-14,,,Greenhilletal2008,False
lena1238-24_head-1,lena1238-24_head-1,head-17,,,Greenhilletal2008,False
siee1239-24_head-1,siee1239-24_head-1,head-17,,,Greenhilletal2008,False
urav1235-24_head-1,urav1235-24_head-1,head-17,,,Greenhilletal2008,False
kwam1252-24_head-1,kwam1252-24_head-1,head-17,,,Greenhilletal2008,False
sout2869-24_head-1,sout2869-24_head-1,head-17,,,Greenhilletal2008,False
nort2847-24_head-1,nort2847-24_head-1,head-17,,,Greenhilletal2008,False
whit1269-24_head-1,whit1269-24_head-1,head-17,,,Greenhilletal2008,False
rere1240-24_head-1,rere1240-24_head-1,head-28,,,Greenhilletal2008,False
mask1242-24_head-1,mask1242-24_head-1,head-28,,,Greenhilletal2008,False
tolo1255-24_head-1,tolo1255-24_head-1,head-59,,,Greenhilletal2008,False
anei1239-24_head-1,anei1239-24_head-1,head-61,,,Greenhilletal2008,False
sout2859-24_head-1,sout2859-24_head-1,head-9,,,Greenhilletal2008,False
lena1238-24_head-1,lena1238-24_head-1,head-9,,,Greenhilletal2008,False
saka1289-24_head-1,saka1289-24_head-1,head-9,,,Greenhilletal2008,False
saka1289-24_head-2,saka1289-24_head-2,head-9,,,Greenhilletal2008,False
saka1289-24_head-3,saka1289-24_head-3,head-9,,,Greenhilletal2008,False
motl1237-24_head-1,motl1237-24_head-1,head-9,,,Greenhilletal2008,False
sout2857-24_head-1,sout2857-24_head-1,head-9,,,Greenhilletal2008,False
katb1237-24_head-1,katb1237-24_head-1,head-9,,,Greenhilletal2008,False
katb1237-24_head-2,katb1237-24_head-2,head-9,,,Greenhilletal2008,False
litz1237-24_head-1,litz1237-24_head-1,head-9,,,Greenhilletal2008,False
nese1235-24_head-1,nese1235-24_head-1,head-9,,,Greenhilletal2008,False
mara1399-24_head-1,mara1399-24_head-1,head-9,,,Greenhilletal2008,False
siee1239-24_head-1,siee1239-24_head-1,head-9,,,Greenhilletal2008,False
urav1235-24_head-1,urav1235-24_head-1,head-9,,,Greenhilletal2008,False
arak1252-24_head-1,arak1252-24_head-1,head-9,,,Greenhilletal2008,False
mere1242-24_head-1,mere1242-24_head-1,head-9,,,Greenhilletal2008,False
nama1268-24_head-1,nama1268-24_head-1,head-9,,,Greenhilletal2008,False
vinm1237-24_head-1,vinm1237-24_head-1,head-9,,,Greenhilletal2008,False
apma1240-24_head-1,apma1240-24_head-1,head-9,,,Greenhilletal2008,False
apma1240-24_head-2,apma1240-24_head-2,head-9,,,Greenhilletal2008,False
saaa1241-24_head-1,saaa1241-24_head-1,head-9,,,Greenhilletal2008,False
saaa1241-24_head-2,saaa1241-24_head-2,head-9,,,Greenhilletal2008,False
saaa1241-24_head-3,saaa1241-24_head-3,head-9,,,Greenhilletal2008,False
saaa1241-24_head-4,saaa1241-24_head-4,head-9,,,Greenhilletal2008,False
leme1238-24_head-1,leme1238-24_head-1,head-9,,,Greenhilletal2008,False
daka1243-24_head-1,daka1243-24_head-1,head-9,,,Greenhilletal2008,False
lele1267-24_head-1,lele1267-24_head-1,head-9,,,Greenhilletal2008,False
paam1238-24_head-1,paam1238-24_head-1,head-9,,,Greenhilletal2008,False
bier1244-24_head-1,bier1244-24_head-1,head-9,,,Greenhilletal2008,False
akei1237-24_head-1,akei1237-24_head-1,head-9,,,Greenhilletal2008,False
tutu1241-24_head-1,tutu1241-24_head-1,head-9,,,Greenhilletal2008,False
lonw1238-24_head-1,lonw1238-24_head-1,head-9,,,Greenhilletal2008,False
tang1347-24_head-1,tang1347-24_head-1,head-9,,,Greenhilletal2008,False
kwam1252-24_head-1,kwam1252-24_head-1,head-9,,,Greenhilletal2008,False
baki1244-24_head-1,baki1244-24_head-1,head-9,,,Greenhilletal2008,False
sout2869-24_head-1,sout2869-24_head-1,head-9,,,Greenhilletal2008,False
malo1243-24_head-1,malo1243-24_head-1,head-9,,,Greenhilletal2008,False
vure1239-24_head-1,vure1239-24_head-1,head-9,,,Greenhilletal2008,False
vera1241-24_head-1,vera1241-24_head-1,head-9,,,Greenhilletal2008,False
cent2058-24_head-1,cent2058-24_head-1,head-9,,,Greenhilletal2008,False
nort2847-24_head-1,nort2847-24_head-1,head-9,,,Greenhilletal2008,False
mota1237-24_head-1,mota1237-24_head-1,head-9,,,Greenhilletal2008,False
lame1260-24_head-1,lame1260-24_head-1,head-9,,,Greenhilletal2008,False
mafe1237-24_head-1,mafe1237-24_head-1,head-9,,,Greenhilletal2008,False
nort2839-24_head-1,nort2839-24_head-1,head-9,,,Greenhilletal2008,False
whit1269-24_head-1,whit1269-24_head-1,head-9,,,Greenhilletal2008,False
noku1237-24_head-1,noku1237-24_head-1,head-9,,,Greenhilletal2008,False
bign1238-24_head-1,bign1238-24_head-1,head-9,,,Greenhilletal2008,False
labo1244-24_head-1,labo1244-24_head-1,head-9,,,Greenhilletal2008,False
nati1244-24_head-1,nati1244-24_head-1,head-9,,,Greenhilletal2008,False
ling1265-24_head-1,ling1265-24_head-1,head-9,,,Greenhilletal2008,False
unua1237-24_head-1,unua1237-24_head-1,head-9,,,Greenhilletal2008,False
aulu1238-24_head-1,aulu1238-24_head-1,head-9,,,Greenhilletal2008,False
malu1245-24_head-1,malu1245-24_head-1,head-9,,,Greenhilletal2008,False
maee1241-24_head-1,maee1241-24_head-1,head-9,,,Greenhilletal2008,False
port1285-24_head-1,port1285-24_head-1,head-9,,,Greenhilletal2008,False
urip1239-24_head-1,urip1239-24_head-1,head-9,,,Greenhilletal2008,False
axam1237-24_head-1,axam1237-24_head-1,head-9,,,Greenhilletal2008,False
hano1246-24_head-1,hano1246-24_head-1,head-9,,,Greenhilletal2008,False
motl1237-142_heavy-1,motl1237-142_heavy-1,heavy-14,,,Greenhilletal2008,False
sout2857-142_heavy-1,sout2857-142_heavy-1,heavy-14,,,Greenhilletal2008,False
litz1237-142_heavy-1,litz1237-142_heavy-1,heavy-14,,,Greenhilletal2008,False
mara1399-142_heavy-1,mara1399-142_heavy-1,heavy-14,,,Greenhilletal2008,False
bign1238-142_heavy-1,bign1238-142_heavy-1,heavy-14,,,Greenhilletal2008,False
nati1244-142_heavy-1,nati1244-142_heavy-1,heavy-14,,,Greenhilletal2008,False
maee1241-142_heavy-1,maee1241-142_heavy-1,heavy-14,,,Greenhilletal2008,False
anei1239-142_heavy-1,anei1239-142_heavy-1,heavy-30,,,Greenhilletal2008,False
lena1238-142_heavy-1,lena1238-142_heavy-1,heavy-30,,,Greenhilletal2008,False
siee1239-142_heavy-1,siee1239-142_heavy-1,heavy-30,,,Greenhilletal2008,False
kwam1252-142_heavy-1,kwam1252-142_heavy-1,heavy-30,,,Greenhilletal2008,False
sout2869-142_heavy-1,sout2869-142_heavy-1,heavy-30,,,Greenhilletal2008,False
nort2847-142_heavy-1,nort2847-142_heavy-1,heavy-30,,,Greenhilletal2008,False
whit1269-142_heavy-1,whit1269-142_heavy-1,heavy-30,,,Greenhilletal2008,False
nese1235-142_heavy-1,nese1235-142_heavy-1,heavy-31,,,Greenhilletal2008,False
rere1240-142_heavy-1,rere1240-142_heavy-1,heavy-31,,,Greenhilletal2008,False
unua1237-142_heavy-1,unua1237-142_heavy-1,heavy-31,,,Greenhilletal2008,False
malu1245-142_heavy-1,malu1245-142_heavy-1,heavy-31,,,Greenhilletal2008,False
urip1239-142_heavy-1,urip1239-142_heavy-1,heavy-31,,,Greenhilletal2008,False
sout2856-142_heavy-1,sout2856-142_heavy-1,heavy-32,,,Greenhilletal2008,False
lele1267-142_heavy-1,lele1267-142_heavy-1,heavy-32,,,Greenhilletal2008,False
sout2859-142_heavy-1,sout2859-142_heavy-1,heavy-33,,,Greenhilletal2008,False
nama1268-142_heavy-1,nama1268-142_heavy-1,heavy-33,,,Greenhilletal2008,False
apma1240-142_heavy-1,apma1240-142_heavy-1,heavy-33,,,Greenhilletal2008,False
paam1238-142_heavy-1,paam1238-142_heavy-1,heavy-33,,,Greenhilletal2008,False
aulu1238-142_heavy-1,aulu1238-142_heavy-1,heavy-33,,,Greenhilletal2008,False
port1285-142_heavy-1,port1285-142_heavy-1,heavy-33,,,Greenhilletal2008,False
axam1237-142_heavy-1,axam1237-142_heavy-1,heavy-33,,,Greenhilletal2008,True
mask1242-142_heavy-1,mask1242-142_heavy-1,heavy-33,,,Greenhilletal2008,False
hano1246-142_heavy-1,hano1246-142_heavy-1,heavy-33,,,Greenhilletal2008,False
saka1289-142_heavy-1,saka1289-142_heavy-1,heavy-34,,,Greenhilletal2008,False
mere1242-142_heavy-1,mere1242-142_heavy-1,heavy-34,,,Greenhilletal2008,False
seke1241-142_heavy-2,seke1241-142_heavy-2,heavy-39,,,Greenhilletal2008,False
futu1245-142_heavy-1,futu1245-142_heavy-1,heavy-46,,,Greenhilletal2008,False
futu1245-142_heavy-2,futu1245-142_heavy-2,heavy-46,,,Greenhilletal2008,False
emae1237-142_heavy-1,emae1237-142_heavy-1,heavy-46,,,Greenhilletal2008,False
mele1250-142_heavy-1,mele1250-142_heavy-1,heavy-46,,,Greenhilletal2008,False
west2516-142_heavy-1,west2516-142_heavy-1,heavy-46,,,Greenhilletal2008,False
west2516-142_heavy-2,west2516-142_heavy-2,heavy-46,,,Greenhilletal2008,False
katb1237-142_heavy-1,katb1237-142_heavy-1,heavy-46,,,Greenhilletal2008,False
vinm1237-142_heavy-1,vinm1237-142_heavy-1,heavy-46,,,Greenhilletal2008,False
saaa1241-142_heavy-1,saaa1241-142_heavy-1,heavy-46,,,Greenhilletal2008,True
seke1241-142_heavy-1,seke1241-142_heavy-1,heavy-46,,,Greenhilletal2008,False
leme1238-142_heavy-1,leme1238-142_heavy-1,heavy-46,,,Greenhilletal2008,False
daka1243-142_heavy-1,daka1243-142_heavy-1,heavy-46,,,Greenhilletal2008,False
lonw1238-142_heavy-1,lonw1238-142_heavy-1,heavy-46,,,Greenhilletal2008,False
vure1239-142_heavy-1,vure1239-142_heavy-1,heavy-46,,,Greenhilletal2008,False
vera1241-142_heavy-1,vera1241-142_heavy-1,heavy-46,,,Greenhilletal2008,False
mota1237-142_heavy-1,mota1237-142_heavy-1,heavy-46,,,Greenhilletal2008,False
nort2839-142_heavy-1,nort2839-142_heavy-1,heavy-46,,,Greenhilletal2008,False
ling1265-142_heavy-1,ling1265-142_heavy-1,heavy-46,,,Greenhilletal2008,False
baki1244-142_heavy-1,baki1244-142_heavy-1,heavy-72,,,Greenhilletal2008,False
cent2058-142_heavy-1,cent2058-142_heavy-1,heavy-72,,,Greenhilletal2008,False
akei1237-142_heavy-1,akei1237-142_heavy-1,heavy-73,,,Greenhilletal2008,False
tutu1241-142_heavy-1,tutu1241-142_heavy-1,heavy-73,,,Greenhilletal2008,False
tang1347-142_heavy-1,tang1347-142_heavy-1,heavy-73,,,Greenhilletal2008,False
malo1243-142_heavy-1,malo1243-142_heavy-1,heavy-73,,,Greenhilletal2008,False
mafe1237-142_heavy-1,mafe1237-142_heavy-1,heavy-73,,,Greenhilletal2008,False
noku1237-142_heavy-1,noku1237-142_heavy-1,heavy-73,,,Greenhilletal2008,False
tutu1241-142_heavy-1,tutu1241-142_heavy-1,heavy-74,,,Greenhilletal2008,False
tang1347-142_heavy-1,tang1347-142_heavy-1,heavy-74,,,Greenhilletal2008,False
malo1243-142_heavy-1,malo1243-142_heavy-1,heavy-74,,,Greenhilletal2008,False
mafe1237-142_heavy-1,mafe1237-142_heavy-1,heavy-74,,,Greenhilletal2008,False
tolo1255-142_heavy-1,tolo1255-142_heavy-1,heavy-75,,,Greenhilletal2008,False
bier1244-142_heavy-1,bier1244-142_heavy-1,heavy-78,,,Greenhilletal2008,False
lame1260-142_heavy-1,lame1260-142_heavy-1,heavy-78,,,Greenhilletal2008,False
lewo1242-142_heavy-1,lewo1242-142_heavy-1,heavy-78,,,Greenhilletal2008,False
labo1244-142_heavy-1,labo1244-142_heavy-1,heavy-79,,,Greenhilletal2008,False
labo1244-142_heavy-2,labo1244-142_heavy-2,heavy-79,,,Greenhilletal2008,False
labo1244-142_heavy-3,labo1244-142_heavy-3,heavy-79,,,Greenhilletal2008,False
sout2859-184_heshe-1,sout2859-184_heshe-1,heshe-1,,,Greenhilletal2008,False
anei1239-184_heshe-1,anei1239-184_heshe-1,heshe-1,,,Greenhilletal2008,False
futu1245-184_heshe-1,futu1245-184_heshe-1,heshe-1,,,Greenhilletal2008,False
futu1245-184_heshe-2,futu1245-184_heshe-2,heshe-1,,,Greenhilletal2008,False
lena1238-184_heshe-1,lena1238-184_heshe-1,heshe-1,,,Greenhilletal2008,False
saka1289-184_heshe-1,saka1289-184_heshe-1,heshe-1,,,Greenhilletal2008,False
mele1250-184_heshe-1,mele1250-184_heshe-1,heshe-1,,,Greenhilletal2008,False
west2516-184_heshe-1,west2516-184_heshe-1,heshe-1,,,Greenhilletal2008,False
motl1237-184_heshe-1,motl1237-184_heshe-1,heshe-1,,,Greenhilletal2008,False
sout2857-184_heshe-1,sout2857-184_heshe-1,heshe-1,,,Greenhilletal2008,False
katb1237-184_heshe-1,katb1237-184_heshe-1,heshe-1,,,Greenhilletal2008,False
litz1237-184_heshe-1,litz1237-184_heshe-1,heshe-1,,,Greenhilletal2008,False
nese1235-184_heshe-1,nese1235-184_heshe-1,heshe-1,,,Greenhilletal2008,False
mara1399-184_heshe-1,mara1399-184_heshe-1,heshe-1,,,Greenhilletal2008,False
siee1239-184_heshe-1,siee1239-184_heshe-1,heshe-1,,,Greenhilletal2008,False
urav1235-184_heshe-1,urav1235-184_heshe-1,heshe-1,,,Greenhilletal2008,False
arak1252-184_heshe-1,arak1252-184_heshe-1,heshe-1,,,Greenhilletal2008,False
mere1242-184_heshe-1,mere1242-184_heshe-1,heshe-1,,,Greenhilletal2008,False
nama1268-184_heshe-1,nama1268-184_heshe-1,heshe-1,,,Greenhilletal2008,False
vinm1237-184_heshe-1,vinm1237-184_heshe-1,heshe-1,,,Greenhilletal2008,False
saaa1241-184_heshe-1,saaa1241-184_heshe-1,heshe-1,,,Greenhilletal2008,False
leme1238-184_heshe-1,leme1238-184_heshe-1,heshe-1,,,Greenhilletal2008,False
daka1243-184_heshe-1,daka1243-184_heshe-1,heshe-1,,,Greenhilletal2008,False
lele1267-184_heshe-1,lele1267-184_heshe-1,heshe-1,,,Greenhilletal2008,False
paam1238-184_heshe-1,paam1238-184_heshe-1,heshe-1,,,Greenhilletal2008,False
bier1244-184_heshe-1,bier1244-184_heshe-1,heshe-1,,,Greenhilletal2008,False
akei1237-184_heshe-1,akei1237-184_heshe-1,heshe-1,,,Greenhilletal2008,False
tutu1241-184_heshe-1,tutu1241-184_heshe-1,heshe-1,,,Greenhilletal2008,False
lonw1238-184_heshe-1,lonw1238-184_heshe-1,heshe-1,,,Greenhilletal2008,False
tang1347-184_heshe-1,tang1347-184_heshe-1,heshe-1,,,Greenhilletal2008,False
kwam1252-184_heshe-1,kwam1252-184_heshe-1,heshe-1,,,Greenhilletal2008,False
baki1244-184_heshe-1,baki1244-184_heshe-1,heshe-1,,,Greenhilletal2008,False
sout2869-184_heshe-1,sout2869-184_heshe-1,heshe-1,,,Greenhilletal2008,False
malo1243-184_heshe-1,malo1243-184_heshe-1,heshe-1,,,Greenhilletal2008,False
vure1239-184_heshe-1,vure1239-184_heshe-1,heshe-1,,,Greenhilletal2008,False
vera1241-184_heshe-1,vera1241-184_heshe-1,heshe-1,,,Greenhilletal2008,False
cent2058-184_heshe-1,cent2058-184_heshe-1,heshe-1,,,Greenhilletal2008,False
nort2847-184_heshe-1,nort2847-184_heshe-1,heshe-1,,,Greenhilletal2008,False
mota1237-184_heshe-1,mota1237-184_heshe-1,heshe-1,,,Greenhilletal2008,False
lame1260-184_heshe-1,lame1260-184_heshe-1,heshe-1,,,Greenhilletal2008,False
mafe1237-184_heshe-1,mafe1237-184_heshe-1,heshe-1,,,Greenhilletal2008,False
nort2839-184_heshe-1,nort2839-184_heshe-1,heshe-1,,,Greenhilletal2008,False
lewo1242-184_heshe-1,lewo1242-184_heshe-1,heshe-1,,,Greenhilletal2008,False
whit1269-184_heshe-1,whit1269-184_heshe-1,heshe-1,,,Greenhilletal2008,False
tolo1255-184_heshe-1,tolo1255-184_heshe-1,heshe-1,,,Greenhilletal2008,False
noku1237-184_heshe-1,noku1237-184_heshe-1,heshe-1,,,Greenhilletal2008,False
bign1238-184_heshe-1,bign1238-184_heshe-1,heshe-1,,,Greenhilletal2008,False
labo1244-184_heshe-1,labo1244-184_heshe-1,heshe-1,,,Greenhilletal2008,False
nati1244-184_heshe-1,nati1244-184_heshe-1,heshe-1,,,Greenhilletal2008,False
ling1265-184_heshe-1,ling1265-184_heshe-1,heshe-1,,,Greenhilletal2008,False
rere1240-184_heshe-1,rere1240-184_heshe-1,heshe-1,,,Greenhilletal2008,False
unua1237-184_heshe-1,unua1237-184_heshe-1,heshe-1,,,Greenhilletal2008,False
aulu1238-184_heshe-1,aulu1238-184_heshe-1,heshe-1,,,Greenhilletal2008,False
malu1245-184_heshe-1,malu1245-184_heshe-1,heshe-1,,,Greenhilletal2008,False
maee1241-184_heshe-1,maee1241-184_heshe-1,heshe-1,,,Greenhilletal2008,False
port1285-184_heshe-1,port1285-184_heshe-1,heshe-1,,,Greenhilletal2008,False
urip1239-184_heshe-1,urip1239-184_heshe-1,heshe-1,,,Greenhilletal2008,False
axam1237-184_heshe-1,axam1237-184_heshe-1,heshe-1,,,Greenhilletal2008,False
mask1242-184_heshe-1,mask1242-184_heshe-1,heshe-1,,,Greenhilletal2008,False
hano1246-184_heshe-1,hano1246-184_heshe-1,heshe-1,,,Greenhilletal2008,False
mari1426-184_heshe-1,mari1426-184_heshe-1,heshe-1,,,Greenhilletal2008,False
sout2859-184_heshe-1,sout2859-184_heshe-1,heshe-29,,,Greenhilletal2008,False
motl1237-184_heshe-1,motl1237-184_heshe-1,heshe-29,,,Greenhilletal2008,False
sout2857-184_heshe-1,sout2857-184_heshe-1,heshe-29,,,Greenhilletal2008,False
nese1235-184_heshe-1,nese1235-184_heshe-1,heshe-29,,,Greenhilletal2008,False
nama1268-184_heshe-1,nama1268-184_heshe-1,heshe-29,,,Greenhilletal2008,False
paam1238-184_heshe-1,paam1238-184_heshe-1,heshe-29,,,Greenhilletal2008,False
bign1238-184_heshe-1,bign1238-184_heshe-1,heshe-29,,,Greenhilletal2008,False
rere1240-184_heshe-1,rere1240-184_heshe-1,heshe-29,,,Greenhilletal2008,False
unua1237-184_heshe-1,unua1237-184_heshe-1,heshe-29,,,Greenhilletal2008,False
aulu1238-184_heshe-1,aulu1238-184_heshe-1,heshe-29,,,Greenhilletal2008,False
malu1245-184_heshe-1,malu1245-184_heshe-1,heshe-29,,,Greenhilletal2008,False
maee1241-184_heshe-1,maee1241-184_heshe-1,heshe-29,,,Greenhilletal2008,False
mask1242-184_heshe-1,mask1242-184_heshe-1,heshe-29,,,Greenhilletal2008,False
