ID,Language_ID,Parameter_ID,Form,Segments,Comment,Source,Cognacy,Loan
1027-160_painfulsick-1,1027,160_painfulsick,rotˢo,r o ts o,,Greenhilletal2008,32,False
1027-162_old-1,1027,162_old,βatˢiaxa,β a ts i a x a,,Greenhilletal2008,134,False
1027-163_new-1,1027,163_new,paro,p a r o,,Greenhilletal2008,"1, 47",False
1027-164_good-1,1027,164_good,ruxu,r u x u,,Greenhilletal2008,67,False
1027-165_badevil-1,1027,165_badevil,sati,s a t i,,Greenhilletal2008,1,False
1027-166_correcttrue-1,1027,166_correcttrue,tataxolo,t a t a x o l o,,Greenhilletal2008,,False
1027-167_night-1,1027,167_night,poŋi,p o ŋ i,,Greenhilletal2008,1,False
1027-168_day-1,1027,168_day,rani,r a n i,,Greenhilletal2008,6,False
1027-169_year-1,1027,169_year,tauni,t a u n i,,Greenhilletal2008,1,False
1027-16_intestines-1,1027,16_intestines,tine-,t i n e +,,Greenhilletal2008,1,False
1027-170_when-1,1027,170_when,ŋisa,ŋ i s a,,Greenhilletal2008,"1,24",False
1027-17_liver-1,1027,17_liver,mape-,m a p e +,,Greenhilletal2008,7,False
1027-182_i-1,1027,182_i,enau,e n a u,,Greenhilletal2008,"1,21,22",False
1027-183_thou-1,1027,183_thou,eᵑko,e ⁿk o,,Greenhilletal2008,"1, 17",False
1027-184_heshe-1,1027,184_heshe,enia,e n i a,,Greenhilletal2008,"1,6",False
1027-185_we-1,1027,185_we,eⁿdʳa,e ⁿdʳ a,,Greenhilletal2008,45,False
1027-185_we-2,1027,185_we,kam̈am,k a m a m,,Greenhilletal2008,42,False
1027-185_we-3,1027,185_we,eⁿdʳa rua,e ⁿdʳ a # r u a,,Greenhilletal2008,,False
1027-185_we-4,1027,185_we,kam̈am rua,k a m a m # r u a,,Greenhilletal2008,,False
1027-186_you-1,1027,186_you,kam̈im,k a m i m,,Greenhilletal2008,"1,33",False
1027-187_they-1,1027,187_they,enira,e n i r a,,Greenhilletal2008,"1, 33",False
1027-188_what-1,1027,188_what,sa,s a,,Greenhilletal2008,1,False
1027-189_who-1,1027,189_who,xare,x a r e,,Greenhilletal2008,,False
1027-18_breast-1,1027,18_breast,susu-,s u s u +,,Greenhilletal2008,1,False
1027-190_other-1,1027,190_other,era,e r a,,Greenhilletal2008,,False
1027-196_tocount-1,1027,196_tocount,ev̈iev̈i,e v i e v i,,Greenhilletal2008,70,False
1027-197_one-1,1027,197_one,matea,m a t e a,,Greenhilletal2008,9,False
1027-198_two-1,1027,198_two,mo-ruwa,m o + r u w a,,Greenhilletal2008,1,False
1027-199_three-1,1027,199_three,mo-tolu,m o + t o l u,,Greenhilletal2008,1,False
1027-19_shoulder-1,1027,19_shoulder,pili-,p i l i +,,Greenhilletal2008,38,False
1027-1_hand-1,1027,1_hand,lim̈a,l i m a,,Greenhilletal2008,"1, 64",False
1027-200_four-1,1027,200_four,mo-v̈ati,m o + v a t i,,Greenhilletal2008,"1,65",False
1027-201_five-1,1027,201_five,mo-lim̈a,m o + l i m a,,Greenhilletal2008,1,False
1027-202_six-1,1027,202_six,mo-lim̈a-raβe,m o + l i m a + r a β e,,Greenhilletal2008,35,False
1027-203_seven-1,1027,203_seven,raβe-ruwa,r a β e + r u w a,,Greenhilletal2008,13,False
1027-204_eight-1,1027,204_eight,rap-tolu,r a p + t o l u,,Greenhilletal2008,"5, 7",False
1027-205_nine-1,1027,205_nine,ra-v̈ati,r a + v a t i,,Greenhilletal2008,20,False
1027-206_ten-1,1027,206_ten,saŋaβulu,s a ŋ a β u l u,,Greenhilletal2008,5,False
1027-21_tothink-1,1027,21_tothink,romromi,r o m r o m i,,Greenhilletal2008,13,False
1027-22_tofear-1,1027,22_tofear,m̈ataxu,m a t a x u,,Greenhilletal2008,1,False
1027-23_blood-1,1027,23_blood,rae-,r a e +,,Greenhilletal2008,1,False
1027-24_head-1,1027,24_head,patu-ku,p a t u + k u,,Greenhilletal2008,9,False
1027-25_neck-1,1027,25_neck,ralo-,r a l o +,,Greenhilletal2008,42,False
1027-26_hair-1,1027,26_hair,βulu-ku,β u l u + k u,,Greenhilletal2008,31,False
1027-27_nose-1,1027,27_nose,ŋalusu-ku,ŋ a l u s u + k u,,Greenhilletal2008,"1,60",False
1027-28_tobreathe-1,1027,28_tobreathe,m̈apu,m a p u,,Greenhilletal2008,14,False
1027-2_left-1,1027,2_left,m̈arau-,m a r a u +,,Greenhilletal2008,2,False
1027-30_mouth-1,1027,30_mouth,tˢiŋo-,ts i ŋ o +,,Greenhilletal2008,55,False
1027-31_tooth-1,1027,31_tooth,huru-ku,h u r u + k u,,Greenhilletal2008,"18, 40",False
1027-32_tongue-1,1027,32_tongue,&e&e-ku,ʔ e ʔ e + k u,,Greenhilletal2008,"7, 41",False
1027-33_tolaugh-1,1027,33_tolaugh,m̈ana,m a n a,,Greenhilletal2008,51,False
1027-34_tocry-1,1027,34_tocry,taŋi,t a ŋ i,,Greenhilletal2008,1,False
1027-35_tovomit-1,1027,35_tovomit,lua,l u a,,Greenhilletal2008,8,False
1027-36_tospit-1,1027,36_tospit,lito,l i t o,,Greenhilletal2008,"37,101",False
1027-37_toeat-1,1027,37_toeat,xanxani,x a n x a n i,,Greenhilletal2008,1,False
1027-39_tocook-1,1027,39_tocook,kuku,k u k u,,Greenhilletal2008,,True
1027-3_right-1,1027,3_right,m̈atua-,m a t u a +,,Greenhilletal2008,"5, 37",False
1027-40_todrink-1,1027,40_todrink,inu,i n u,,Greenhilletal2008,1,False
1027-41_tobite-1,1027,41_tobite,xatia,x a t i a,,Greenhilletal2008,"1, 55",False
1027-42_tosuck-1,1027,42_tosuck,tˢim̈i,ts i m i,,Greenhilletal2008,51,False
1027-43_ear-1,1027,43_ear,pero-ku,p e r o + k u,,Greenhilletal2008,16,False
1027-44_tohear-1,1027,44_tohear,roŋoa,r o ŋ o a,,Greenhilletal2008,1,False
1027-45_eye-1,1027,45_eye,m̈ata-,m a t a +,,Greenhilletal2008,1,False
1027-46_tosee-1,1027,46_tosee,xite,x i t e,,Greenhilletal2008,1,False
1027-48_tosleep-1,1027,48_tosleep,tˢuruβi,ts u r u β i,,Greenhilletal2008,32,False
1027-4_legfoot-1,1027,4_legfoot,palo-,p a l o +,,Greenhilletal2008,33,False
1027-4_legfoot-2,1027,4_legfoot,lotu-,l o t u +,,Greenhilletal2008,47,False
1027-51_tosit-1,1027,51_tosit,sakele,s a k e l e,,Greenhilletal2008,"118, 96",False
1027-52_tostand-1,1027,52_tostand,turu,t u r u,,Greenhilletal2008,"2, 69",False
1027-53_personhumanbeing-1,1027,53_personhumanbeing,tamlohi,t a m l o h i,,Greenhilletal2008,"4, 53",False
1027-54_manmale-1,1027,54_manmale,lam̈ane,l a m a n e,,Greenhilletal2008,"1, 71",False
1027-55_womanfemale-1,1027,55_womanfemale,xarae,x a r a e,,Greenhilletal2008,83,False
1027-56_child-1,1027,56_child,natirihi,n a t i r i h i,,Greenhilletal2008,5,False
1027-57_husband-1,1027,57_husband,tua-,t u a +,,Greenhilletal2008,60,False
1027-58_wife-1,1027,58_wife,narou-,n a r o u +,,Greenhilletal2008,46,False
1027-59_mother-1,1027,59_mother,tina-,t i n a +,,Greenhilletal2008,1,False
1027-5_towalk-1,1027,5_towalk,xaxau,x a x a u,,Greenhilletal2008,1,False
1027-60_father-1,1027,60_father,tam̈a-,t a m a +,,Greenhilletal2008,1,False
1027-61_house-1,1027,61_house,ima,i m a,,Greenhilletal2008,1,False
1027-63_name-1,1027,63_name,xitˢa-,x i ts a +,,Greenhilletal2008,"1, 35",False
1027-64_tosay-1,1027,64_tosay,βerea,β e r e a,,Greenhilletal2008,30,False
1027-64_tosay-2,1027,64_tosay,βara,β a r a,,Greenhilletal2008,30,False
1027-65_rope-1,1027,65_rope,asi,a s i,,Greenhilletal2008,58,False
1027-66_totieupfasten-1,1027,66_totieupfasten,lasia,l a s i a,,Greenhilletal2008,87,False
1027-6_roadpath-1,1027,6_roadpath,m̈alele,m a l e l e,,Greenhilletal2008,,False
1027-71_tostabpierce-1,1027,71_tostabpierce,sari,s a r i,,Greenhilletal2008,14,False
1027-72_tohit-1,1027,72_tohit,βutˢaxia,β u ts a x i a,,Greenhilletal2008,86,False
1027-74_tokill-1,1027,74_tokill,βili,β i l i,,Greenhilletal2008,67,False
1027-75_todiebedead-1,1027,75_todiebedead,m̈ate,m a t e,,Greenhilletal2008,1,False
1027-77_toscratch-1,1027,77_toscratch,xarosi,x a r o s i,,Greenhilletal2008,"1, 88",False
1027-78_tocuthack-1,1027,78_tocuthack,taia,t a i a,,Greenhilletal2008,1,False
1027-79_stickwood-1,1027,79_stickwood,v̈ip̈axai,v i p a x a i,,Greenhilletal2008,,False
1027-7_tocome-1,1027,7_tocome,m̈ai,m a i,,Greenhilletal2008,1,False
1027-88_tosqueeze-1,1027,88_tosqueeze,p̈irip̈iri,p i r i p i r i,,Greenhilletal2008,16,False
1027-89_tohold-1,1027,89_tohold,tauria,t a u r i a,,Greenhilletal2008,35,False
1027-8_toturn-1,1027,8_toturn,posi,p o s i,,Greenhilletal2008,20,False
1027-90_todig-1,1027,90_todig,xeli,x e l i,,Greenhilletal2008,1,False
1027-94_tothrow-1,1027,94_tothrow,plaxi,p l a x i,,Greenhilletal2008,86,False
1027-95_tofall-1,1027,95_tofall,tˢoβi,ts o β i,,Greenhilletal2008,13,False
1027-96_dog-1,1027,96_dog,βiriu,β i r i u,,Greenhilletal2008,"7, 75, 77, 80",False
1027-97_bird-1,1027,97_bird,m̈atˢi aβuaβu,m a ts i # a β u a β u,,Greenhilletal2008,"24, 42",False
1027-98_egg-1,1027,98_egg,esle,e s l e,,Greenhilletal2008,56,False
1027-9_toswim-1,1027,9_toswim,lolosi,l o l o s i,,Greenhilletal2008,8,False
1028-100_wing-1,1028,100_wing,taraŋe-n,t a r a ŋ e + n,,Greenhilletal2008,65,False
1028-101_tofly-1,1028,101_tofly,-iwæ,+ i w æ,,Greenhilletal2008,1,False
1028-102_rat-1,1028,102_rat,yesuk,j e s u k,,Greenhilletal2008,3,False
1028-103_meatflesh-1,1028,103_meatflesh,nœsan,n œ s a n,,Greenhilletal2008,10,False
1028-104_fatgrease-1,1028,104_fatgrease,na-rəpʷa,n a + r ə pʷ a,,Greenhilletal2008,15,False
1028-105_tail-1,1028,105_tail,ni-piki-n,n i + p i k i + n,,Greenhilletal2008,"1, 31",False
1028-106_snake-1,1028,106_snake,pakʷoi,p a kʷ o i,,Greenhilletal2008,,False
1028-108_louse-1,1028,108_louse,ur,u r,,Greenhilletal2008,1,False
1028-109_mosquito-1,1028,109_mosquito,mʷi,mʷ i,,Greenhilletal2008,1,False
1028-10_dirty-1,1028,10_dirty,ramkemek,r a m k e m e k,,Greenhilletal2008,14,False
1028-111_fish-1,1028,111_fish,namu,n a m u,,Greenhilletal2008,51,False
1028-112_rotten-1,1028,112_rotten,ruapen,r u a p e n,,Greenhilletal2008,98,False
1028-114_leaf-1,1028,114_leaf,nə-mʷai,n ə + mʷ a i,,Greenhilletal2008,30,False
1028-115_root-1,1028,115_root,nu-wainei,n u + w a i n e i,,Greenhilletal2008,50,False
1028-116_flower-1,1028,116_flower,tihi-nei,t i h i + n e i,,Greenhilletal2008,73,False
1028-117_fruit-1,1028,117_fruit,nu-kʷai-nei,n u + kʷ a i + n e i,,Greenhilletal2008,"1,26",False
1028-118_grass-1,1028,118_grass,nœ-r̥i,n œ + r̥ i,,Greenhilletal2008,1,False
1028-119_earthsoil-1,1028,119_earthsoil,tana,t a n a,,Greenhilletal2008,1,False
1028-11_dust-1,1028,11_dust,nə-mʷakurur,n ə + mʷ a k u r u r,,Greenhilletal2008,8,False
1028-120_stone-1,1028,120_stone,kapʷiar,k a pʷ i a r,,Greenhilletal2008,6,False
1028-121_sand-1,1028,121_sand,ne-paker,n e + p a k e r,,Greenhilletal2008,30,False
1028-122_water-1,1028,122_water,nu-wi,n u + w i,,Greenhilletal2008,2,False
1028-123_toflow-1,1028,123_toflow,-aiu,+ a i u,,Greenhilletal2008,57,False
1028-124_sea-1,1028,124_sea,tasi,t a s i,,Greenhilletal2008,1,False
1028-127_woodsforest-1,1028,127_woodsforest,menari,m e n a r i,,Greenhilletal2008,98,False
1028-128_sky-1,1028,128_sky,na-iai,n a + i a i,,Greenhilletal2008,12,False
1028-129_moon-1,1028,129_moon,makʷa,m a kʷ a,,Greenhilletal2008,28,False
1028-12_skin-1,1028,12_skin,teke-k,t e k e + k,,Greenhilletal2008,27,False
1028-130_star-1,1028,130_star,kamahau,k a m a h a u,,Greenhilletal2008,13,False
1028-131_cloud-1,1028,131_cloud,na-pua,n a + p u a,,Greenhilletal2008,16,False
1028-132_fog-1,1028,132_fog,na-wipenien,n a + w i p e n i e n,,Greenhilletal2008,3,False
1028-133_rain-1,1028,133_rain,ne-san,n e + s a n,,Greenhilletal2008,1,False
1028-134_thunder-1,1028,134_thunder,karuarua,k a r u a r u a,,Greenhilletal2008,"2,64,18",False
1028-135_lightning-1,1028,135_lightning,na-rawaperien,n a + r a w a p e r i e n,,Greenhilletal2008,25,False
1028-136_wind-1,1028,136_wind,mataŋi,m a t a ŋ i,,Greenhilletal2008,"1, 66",False
1028-137_toblow-1,1028,137_toblow,-ase,+ a s e,,Greenhilletal2008,83,False
1028-138_warm-1,1028,138_warm,rarewan,r a r e w a n,,Greenhilletal2008,"1, 98",False
1028-139_cold-1,1028,139_cold,rakuiei,r a k u i e i,,Greenhilletal2008,108,False
1028-13_back-1,1028,13_back,takuta-k,t a k u t a + k,,Greenhilletal2008,12,False
1028-140_dry-1,1028,140_dry,rem̥ia,r e m i a,,Greenhilletal2008,11,False
1028-141_wet-1,1028,141_wet,rapʷətœŋ,r a pʷ ə t œ ŋ,,Greenhilletal2008,13,False
1028-142_heavy-1,1028,142_heavy,rəpam,r ə p a m,,Greenhilletal2008,30,False
1028-143_fire-1,1028,143_fire,n-apʷ,n + a pʷ,,Greenhilletal2008,"19,25",False
1028-144_toburn-1,1028,144_toburn,-aβani,+ a β a n i,,Greenhilletal2008,83,False
1028-145_smoke-1,1028,145_smoke,n-ese-napʷ,n + e s e + n a pʷ,,Greenhilletal2008,2,False
1028-146_ashes-1,1028,146_ashes,nə-mr̥akʷu,n ə + m r̥ a kʷ u,,Greenhilletal2008,"1,73",False
1028-147_black-1,1028,147_black,repitœ,r e p i t œ,,Greenhilletal2008,104,False
1028-148_white-1,1028,148_white,rapusan,r a p u s a n,,Greenhilletal2008,14,False
1028-149_red-1,1028,149_red,rarwerœ,r a rʷ e r œ,,Greenhilletal2008,52,False
1028-14_belly-1,1028,14_belly,tupʷœ-k,t u pʷ œ + k,,Greenhilletal2008,36,False
1028-150_yellow-1,1028,150_yellow,rakʷes,r a kʷ e s,,Greenhilletal2008,42,False
1028-151_green-1,1028,151_green,rarəmera,r a r ə m e r a,,Greenhilletal2008,1,False
1028-152_small-1,1028,152_small,rawihi,r a w i h i,,Greenhilletal2008,142,False
1028-153_big-1,1028,153_big,rasori,r a s o r i,,Greenhilletal2008,47,False
1028-155_long-1,1028,155_long,rapʷamʷes,r a pʷ a mʷ e s,,Greenhilletal2008,14,False
1028-156_thin-1,1028,156_thin,raŋeiŋei,r a ŋ e i ŋ e i,,Greenhilletal2008,20,False
1028-157_thick-1,1028,157_thick,rəkemkem,r ə k e m k e m,,Greenhilletal2008,38,False
1028-158_narrow-1,1028,158_narrow,rəkʷakʷa,r ə kʷ a kʷ a,,Greenhilletal2008,37,False
1028-15_bone-1,1028,15_bone,ne-kakiri-k,n e + k a k i r i + k,,Greenhilletal2008,7,False
1028-160_painfulsick-1,1028,160_painfulsick,ramem̥a,r a m e m a,,Greenhilletal2008,1,False
1028-163_new-1,1028,163_new,sawi,s a w i,,Greenhilletal2008,1,False
1028-163_new-2,1028,163_new,rarmawi,r a r m a w i,,Greenhilletal2008,1,False
1028-164_good-1,1028,164_good,ramʷasan,r a mʷ a s a n,,Greenhilletal2008,140,False
1028-165_badevil-1,1028,165_badevil,raraha,r a r a h a,,Greenhilletal2008,1,False
1028-167_night-1,1028,167_night,nəpʷahenapen,n ə pʷ a h e n a p e n,,Greenhilletal2008,1,False
1028-169_year-1,1028,169_year,n-uk,n + u k,,Greenhilletal2008,41,False
1028-170_when-1,1028,170_when,nesan,n e s a n,,Greenhilletal2008,"1,43",False
1028-174_ininside-1,1028,174_ininside,imʷa,i mʷ a,,Greenhilletal2008,,False
1028-177_this-1,1028,177_this,sei,s e i,,Greenhilletal2008,,False
1028-178_that-1,1028,178_that,safwe,s a f w e,,Greenhilletal2008,,False
1028-179_near-1,1028,179_near,ipaka,i p a k a,,Greenhilletal2008,32,False
1028-17_liver-1,1028,17_liver,tapawæreβæ,t a p a w æ r e β æ,,Greenhilletal2008,"4,7",False
1028-180_far-1,1028,180_far,isəpʷan,i s ə pʷ a n,,Greenhilletal2008,1,False
1028-181_where-1,1028,181_where,isa,i s a,,Greenhilletal2008,91,False
1028-182_i-1,1028,182_i,io,i o,,Greenhilletal2008,"1,21",False
1028-183_thou-1,1028,183_thou,ik,i k,,Greenhilletal2008,"1,17",False
1028-184_heshe-1,1028,184_heshe,in,i n,,Greenhilletal2008,"1,43",False
1028-185_we-1,1028,185_we,ketaha,k e t a h a,,Greenhilletal2008,I,False
1028-185_we-2,1028,185_we,kemaha,k e m a h a,,Greenhilletal2008,E,False
1028-185_we-3,1028,185_we,kərau,k ə r a u,,Greenhilletal2008,,False
1028-185_we-4,1028,185_we,kemrau,k e m r a u,,Greenhilletal2008,,False
1028-186_you-1,1028,186_you,kemiaha,k e m i a h a,,Greenhilletal2008,"1,13",False
1028-187_they-1,1028,187_they,yiraha,j i r a h a,,Greenhilletal2008,"1, 75",False
1028-188_what-1,1028,188_what,nafe,n a f e,,Greenhilletal2008,60,False
1028-189_who-1,1028,189_who,sin,s i n,,Greenhilletal2008,1,False
1028-18_breast-1,1028,18_breast,na-n̥œk,n a + n̥ œ k,,Greenhilletal2008,1,False
1028-190_other-1,1028,190_other,sapaiti,s a p a i t i,,Greenhilletal2008,73,False
1028-191_all-1,1028,191_all,pam,p a m,,Greenhilletal2008,50,False
1028-192_and-1,1028,192_and,məne,m ə n e,,Greenhilletal2008,"2, 68",False
1028-193_if-1,1028,193_if,rəpa,r ə p a,,Greenhilletal2008,22,False
1028-194_how-1,1028,194_how,ikafa,i k a f a,,Greenhilletal2008,1,False
1028-195_nonot-1,1028,195_nonot,rekom,r e k o m,,Greenhilletal2008,55,False
1028-196_tocount-1,1028,196_tocount,-auseni,+ a u s e n i,,Greenhilletal2008,26,False
1028-197_one-1,1028,197_one,reči,r e tʃ i,,Greenhilletal2008,"14,44",False
1028-198_two-1,1028,198_two,ka-ru,k a + r u,,Greenhilletal2008,1,False
1028-199_three-1,1028,199_three,kahar,k a h a r,,Greenhilletal2008,1,False
1028-19_shoulder-1,1028,19_shoulder,n-ura-k,n + u r a + k,,Greenhilletal2008,61,False
1028-1_hand-1,1028,1_hand,raŋa-k,r a ŋ a + k,,Greenhilletal2008,32,False
1028-200_four-1,1028,200_four,ke-fa,k e + f a,,Greenhilletal2008,"1,65",False
1028-201_five-1,1028,201_five,kerirəm,k e r i r ə m,,Greenhilletal2008,"1,14",False
1028-202_six-1,1028,202_six,kərirəm reči,k ə r i r ə m # r e tʃ i,,Greenhilletal2008,,False
1028-203_seven-1,1028,203_seven,kərirəm karu,k ə r i r ə m # k a r u,,Greenhilletal2008,,False
1028-204_eight-1,1028,204_eight,kərərəm kahar,k ə r ə r ə m # k a h a r,,Greenhilletal2008,,False
1028-205_nine-1,1028,205_nine,kərirəm kefa,k ə r i r ə m # k e f a,,Greenhilletal2008,,False
1028-206_ten-1,1028,206_ten,riwanimiwani,r i w a n i m i w a n i,,Greenhilletal2008,,False
1028-20_toknowbeknowledgeable-1,1028,20_toknowbeknowledgeable,-aukuran,+ a u k u r a n,,Greenhilletal2008,18,False
1028-21_tothink-1,1028,21_tothink,-atarəŋ,+ a t a r ə ŋ,,Greenhilletal2008,19,False
1028-22_tofear-1,1028,22_tofear,-ehekər,+ e h e k ə r,,Greenhilletal2008,69,False
1028-23_blood-1,1028,23_blood,ne-ta,n e + t a,,Greenhilletal2008,1,False
1028-24_head-1,1028,24_head,kauk ka·pa,k a u k # k a· p a,,Greenhilletal2008,"9, 17",False
1028-25_neck-1,1028,25_neck,nuwa-k,n u w a + k,,Greenhilletal2008,"18, 83",False
1028-26_hair-1,1028,26_hair,nu-kʷane-k,n u + kʷ a n e + k,,Greenhilletal2008,59,False
1028-27_nose-1,1028,27_nose,nə-pæsæŋa-k,n ə + p æ s æ ŋ a + k,,Greenhilletal2008,"1,33",False
1028-28_tobreathe-1,1028,28_tobreathe,-aiaihaŋ,+ a i a i h a ŋ,,Greenhilletal2008,15,False
1028-29_tosniffsmell-1,1028,29_tosniffsmell,-apeŋi,+ a p e ŋ i,,Greenhilletal2008,"42,73",False
1028-2_left-1,1028,2_left,maur,m a u r,,Greenhilletal2008,"1,59",False
1028-30_mouth-1,1028,30_mouth,tar̥u-k,t a r̥ u + k,,Greenhilletal2008,94,False
1028-31_tooth-1,1028,31_tooth,r̥ewe-k,r̥ e w e + k,,Greenhilletal2008,"1,35",False
1028-32_tongue-1,1028,32_tongue,na-rame-k,n a + r a m e + k,,Greenhilletal2008,"7, 48",False
1028-33_tolaugh-1,1028,33_tolaugh,-ari·s,+ a r i· s,,Greenhilletal2008,97,False
1028-34_tocry-1,1028,34_tocry,-asak,+ a s a k,,Greenhilletal2008,33,False
1028-35_tovomit-1,1028,35_tovomit,-ewa,+ e w a,,Greenhilletal2008,8,False
1028-36_tospit-1,1028,36_tospit,-areŋawæs,+ a r e ŋ a w æ s,,Greenhilletal2008,"19,38",False
1028-37_toeat-1,1028,37_toeat,-ani nari,+ a n i # n a r i,,Greenhilletal2008,1,False
1028-39_tocook-1,1028,39_tocook,rafa,r a f a,,Greenhilletal2008,86,False
1028-3_right-1,1028,3_right,matu-k,m a t u + k,,Greenhilletal2008,"5,77",False
1028-40_todrink-1,1028,40_todrink,-anumʷi,+ a n u mʷ i,,Greenhilletal2008,"1,72",False
1028-41_tobite-1,1028,41_tobite,-ahi,+ a h i,,Greenhilletal2008,"1, 60",False
1028-42_tosuck-1,1028,42_tosuck,-atumʷi,+ a t u mʷ i,,Greenhilletal2008,17,False
1028-43_ear-1,1028,43_ear,nə-βreŋœ-k,n ə + β r e ŋ œ + k,,Greenhilletal2008,43,False
1028-44_tohear-1,1028,44_tohear,-areŋi,+ a r e ŋ i,,Greenhilletal2008,"1, 84",False
1028-45_eye-1,1028,45_eye,na-nime-k,n a + n i m e + k,,Greenhilletal2008,1,False
1028-46_tosee-1,1028,46_tosee,-atoni,+ a t o n i,,Greenhilletal2008,1,False
1028-48_tosleep-1,1028,48_tosleep,-apʷəri,+ a pʷ ə r i,,Greenhilletal2008,11,False
1028-49_toliedown-1,1028,49_toliedown,-amʷak,+ a mʷ a k,,Greenhilletal2008,46,False
1028-4_legfoot-1,1028,4_legfoot,nœ-su-k,n œ + s u + k,,Greenhilletal2008,75,False
1028-51_tosit-1,1028,51_tosit,-akurai,+ a k u r a i,,Greenhilletal2008,107,False
1028-52_tostand-1,1028,52_tostand,-arer,+ a r e r,,Greenhilletal2008,"2,57",False
1028-53_personhumanbeing-1,1028,53_personhumanbeing,yarmama,j a r m a m a,,Greenhilletal2008,55,False
1028-54_manmale-1,1028,54_manmale,yerumʷan,j e r u mʷ a n,,Greenhilletal2008,"1,14",False
1028-55_womanfemale-1,1028,55_womanfemale,pəran,p ə r a n,,Greenhilletal2008,"1,35",False
1028-56_child-1,1028,56_child,nare-k,n a r e + k,,Greenhilletal2008,5,False
1028-57_husband-1,1028,57_husband,yerumʷan,j e r u mʷ a n,,Greenhilletal2008,17,False
1028-58_wife-1,1028,58_wife,pəran,p ə r a n,,Greenhilletal2008,"5, 58",False
1028-59_mother-1,1028,59_mother,rin̥i-k,r i n̥ i + k,,Greenhilletal2008,"1,61",False
1028-5_towalk-1,1028,5_towalk,-awæn,+ a w æ n,,Greenhilletal2008,2,False
1028-60_father-1,1028,60_father,remʷœ-k,r e mʷ œ + k,,Greenhilletal2008,1,False
1028-61_house-1,1028,61_house,ni-mʷa,n i + mʷ a,,Greenhilletal2008,1,False
1028-63_name-1,1028,63_name,na-ŋ̥e-k,n a + ŋ e + k,,Greenhilletal2008,"1,18",False
1028-64_tosay-1,1028,64_tosay,-ani,+ a n i,,Greenhilletal2008,104,False
1028-65_rope-1,1028,65_rope,na-kus,n a + k u s,,Greenhilletal2008,60,False
1028-66_totieupfasten-1,1028,66_totieupfasten,-arihi,+ a r i h i,,Greenhilletal2008,"1,39",False
1028-67_tosew-1,1028,67_tosew,-etiri,+ e t i r i,,Greenhilletal2008,71,False
1028-69_tohunt-1,1028,69_tohunt,-ripʷi,+ r i pʷ i,,Greenhilletal2008,11,False
1028-6_roadpath-1,1028,6_roadpath,suatuk,s u a t u k,,Greenhilletal2008,47,False
1028-71_tostabpierce-1,1028,71_tostabpierce,-api,+ a p i,,Greenhilletal2008,74,False
1028-72_tohit-1,1028,72_tohit,-awusi,+ a w u s i,,Greenhilletal2008,85,False
1028-74_tokill-1,1028,74_tokill,-ausi,+ a u s i,,Greenhilletal2008,77,False
1028-75_todiebedead-1,1028,75_todiebedead,-em̥a,+ e m a,,Greenhilletal2008,1,False
1028-76_tolivebealive-1,1028,76_tolivebealive,-amʷuru,+ a mʷ u r u,,Greenhilletal2008,"1, 76",False
1028-77_toscratch-1,1028,77_toscratch,-aki,+ a k i,,Greenhilletal2008,13,False
1028-78_tocuthack-1,1028,78_tocuthack,-arai,+ a r a i,,Greenhilletal2008,1,False
1028-79_stickwood-1,1028,79_stickwood,nə-pari-nai,n ə + p a r i + n a i,,Greenhilletal2008,1,False
1028-7_tocome-1,1028,7_tocome,-wehe,+ w e h e,,Greenhilletal2008,25,False
1028-80_tosplit-1,1028,80_tosplit,-ausiaskini,+ a u s i a s k i n i,,Greenhilletal2008,81,False
1028-81_sharp-1,1028,81_sharp,rahia,r a h i a,,Greenhilletal2008,17,False
1028-88_tosqueeze-1,1028,88_tosqueeze,-aβai,+ a β a i,,Greenhilletal2008,90,False
1028-89_tohold-1,1028,89_tohold,-βahi,+ β a h i,,Greenhilletal2008,33,False
